,market_segment,distribution_channel,is_repeated_guest,agent,company,customer_type,adr,Marketing_id
89142,Online TA,TA/TO,0,9.0,,Transient,134.85,21914
89143,Online TA,TA/TO,0,7.0,,Transient,87.05,21915
89145,Offline TA/TO,TA/TO,0,28.0,,Transient,125.0,21916
89146,Online TA,TA/TO,0,7.0,,Transient,101.49,21917
89148,Online TA,TA/TO,0,9.0,,Transient,118.6,21918
89153,Direct,Direct,0,14.0,,Transient,135.1,21919
89155,Online TA,TA/TO,0,152.0,,Transient,95.94,21920
89169,Offline TA/TO,TA/TO,0,21.0,,Transient-Party,66.88,21921
89170,Offline TA/TO,TA/TO,0,83.0,,Contract,76.16,21922
89172,Corporate,Corporate,0,150.0,,Transient-Party,98.32,21923
89173,Offline TA/TO,TA/TO,0,21.0,,Transient-Party,81.75,21924
89174,Online TA,TA/TO,0,9.0,,Transient,103.53,21925
89188,Direct,Direct,0,,,Transient,150.45,21926
89195,Online TA,TA/TO,0,7.0,,Transient,83.12,21927
89209,Offline TA/TO,TA/TO,0,157.0,,Transient,103.2,21928
89227,Online TA,TA/TO,0,,,Transient,132.6,21929
89244,Offline TA/TO,TA/TO,0,157.0,,Transient,117.8,21930
89248,Corporate,Direct,0,,38.0,Transient-Party,140.0,21931
89265,Offline TA/TO,TA/TO,0,86.0,,Transient,144.8,21932
89269,Corporate,Corporate,1,150.0,,Transient-Party,0.0,21933
89272,Corporate,Corporate,0,,174.0,Transient,159.0,21934
89278,Corporate,Corporate,0,150.0,,Transient,98.32,21935
89282,Online TA,TA/TO,0,8.0,,Transient,161.9,21936
89288,Direct,Direct,1,,,Transient,160.0,21937
89289,Direct,Direct,0,14.0,,Transient,210.0,21938
89301,Online TA,TA/TO,0,8.0,,Transient,125.45,21939
89310,Offline TA/TO,TA/TO,0,6.0,,Transient,115.61,21940
89326,Aviation,Corporate,1,,153.0,Transient,79.0,21941
89332,Online TA,TA/TO,0,11.0,,Transient,83.59,21942
89341,Offline TA/TO,GDS,0,195.0,,Transient,136.0,21943
89352,Offline TA/TO,TA/TO,1,94.0,,Transient,0.0,21944
89357,Offline TA/TO,TA/TO,1,94.0,,Transient,65.0,21945
89361,Offline TA/TO,TA/TO,1,94.0,,Group,65.0,21946
89363,Offline TA/TO,TA/TO,1,94.0,,Group,45.0,21947
89368,Offline TA/TO,TA/TO,1,94.0,,Transient-Party,65.0,21948
89376,Direct,Direct,0,,,Transient-Party,149.0,21949
89379,Direct,Direct,0,14.0,,Transient,206.0,21950
89390,Online TA,TA/TO,0,8.0,,Transient,296.0,21951
89411,Direct,Direct,0,14.0,,Transient,192.0,21952
89413,Offline TA/TO,TA/TO,0,214.0,,Transient,111.5,21953
89424,Online TA,TA/TO,0,7.0,,Transient,198.77,21954
89430,Online TA,TA/TO,0,89.0,,Transient,142.2,21955
89438,Corporate,Corporate,0,,,Transient,95.0,21956
89453,Offline TA/TO,TA/TO,0,94.0,,Transient,78.0,21957
89471,Offline TA/TO,TA/TO,0,12.0,,Transient-Party,72.0,21958
89475,Offline TA/TO,TA/TO,0,138.0,,Transient,107.0,21959
89496,Offline TA/TO,TA/TO,0,12.0,,Transient-Party,62.0,21960
89529,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,91.0,21961
89533,Online TA,TA/TO,0,8.0,,Transient,173.5,21962
89536,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,56.0,21963
89556,Offline TA/TO,TA/TO,0,138.0,,Transient,100.0,21964
89558,Offline TA/TO,TA/TO,0,138.0,,Transient,110.0,21965
89559,Offline TA/TO,TA/TO,0,168.0,,Transient,76.5,21966
89563,Online TA,TA/TO,0,8.0,,Transient,261.0,21967
89565,Offline TA/TO,TA/TO,0,28.0,,Transient,107.0,21968
89566,Offline TA/TO,TA/TO,0,28.0,,Transient,109.5,21969
89567,Online TA,TA/TO,0,9.0,,Transient,137.21,21970
89568,Online TA,TA/TO,0,9.0,,Transient,159.2,21971
89569,Offline TA/TO,TA/TO,0,83.0,,Transient,173.8,21972
89583,Online TA,TA/TO,0,9.0,,Transient,144.8,21973
89589,Online TA,TA/TO,0,9.0,,Transient,207.63,21974
89601,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,32.5,21975
89617,Offline TA/TO,TA/TO,0,138.0,,Transient,119.0,21976
89621,Offline TA/TO,TA/TO,0,87.0,,Transient,109.25,21977
89622,Online TA,TA/TO,0,10.0,,Transient,135.8,21978
89624,Offline TA/TO,TA/TO,0,16.0,,Transient,86.5,21979
89625,Offline TA/TO,GDS,0,195.0,,Transient,144.0,21980
89626,Offline TA/TO,GDS,0,195.0,,Transient,153.0,21981
89628,Corporate,Corporate,0,,251.0,Transient,95.0,21982
89629,Corporate,Corporate,1,,251.0,Transient,95.0,21983
89634,Direct,Direct,0,14.0,,Transient,218.45,21984
89635,Online TA,Direct,0,,,Transient,149.0,21985
89643,Online TA,TA/TO,0,9.0,,Transient,155.64,21986
89645,Direct,Direct,1,,,Transient,104.0,21987
89646,Online TA,TA/TO,0,9.0,,Transient,136.32,21988
89649,Offline TA/TO,TA/TO,0,83.0,,Transient,123.08,21989
89651,Offline TA/TO,TA/TO,0,34.0,,Transient-Party,115.0,21990
89657,Offline TA/TO,TA/TO,0,42.0,,Transient,95.0,21991
89658,Online TA,TA/TO,0,7.0,,Transient,114.73,21992
89659,Offline TA/TO,TA/TO,0,85.0,,Transient,107.25,21993
89660,Offline TA/TO,TA/TO,0,83.0,,Transient,130.32,21994
89662,Online TA,TA/TO,0,9.0,,Transient,126.4,21995
89668,Direct,Direct,0,14.0,,Transient,99.9,21996
89670,Direct,Direct,0,14.0,,Transient,118.8,21997
89689,Offline TA/TO,TA/TO,1,290.0,148.0,Group,110.0,21998
89690,Offline TA/TO,TA/TO,1,290.0,186.0,Transient-Party,95.0,21999
89691,Online TA,TA/TO,0,9.0,,Transient,145.85,22000
89714,Direct,Direct,0,14.0,,Transient,257.0,22001
89717,Offline TA/TO,TA/TO,0,168.0,,Transient,90.0,22002
89724,Online TA,TA/TO,0,9.0,,Transient,133.58,22003
89727,Corporate,Corporate,0,,255.0,Transient,125.1,22004
89731,Direct,Direct,0,14.0,,Transient-Party,211.0,22005
89733,Corporate,Corporate,0,,78.0,Transient-Party,100.0,22006
89737,Groups,TA/TO,0,37.0,,Transient-Party,90.0,22007
89743,Online TA,TA/TO,0,7.0,,Transient,102.41,22008
89745,Online TA,TA/TO,0,9.0,,Transient-Party,116.95,22009
89753,Online TA,TA/TO,0,9.0,,Transient,136.85,22010
89762,Offline TA/TO,TA/TO,0,42.0,,Transient,79.2,22011
89772,Corporate,Corporate,0,,78.0,Transient-Party,0.0,22012
89775,Online TA,TA/TO,0,7.0,,Transient,105.11,22013
89788,Online TA,TA/TO,0,9.0,,Contract,118.0,22014
89792,Online TA,TA/TO,0,8.0,,Transient,108.9,22015
89796,Online TA,TA/TO,0,9.0,,Contract,124.2,22016
89798,Offline TA/TO,TA/TO,0,83.0,,Transient,131.52,22017
89806,Offline TA/TO,TA/TO,0,6.0,,Transient,107.0,22018
89807,Offline TA/TO,TA/TO,0,16.0,,Transient,90.95,22019
89808,Offline TA/TO,TA/TO,0,27.0,,Transient,85.75,22020
89810,Offline TA/TO,TA/TO,0,168.0,,Transient,81.0,22021
89817,Online TA,TA/TO,0,7.0,,Transient,115.85,22022
89821,Online TA,TA/TO,0,7.0,,Transient,90.84,22023
89828,Online TA,TA/TO,0,7.0,,Transient,136.72,22024
89834,Online TA,TA/TO,0,,,Transient,197.0,22025
89836,Online TA,TA/TO,0,9.0,,Transient,126.31,22026
89843,Direct,Direct,0,14.0,,Transient,159.3,22027
89844,Online TA,TA/TO,0,9.0,,Transient,241.0,22028
89846,Offline TA/TO,TA/TO,0,21.0,,Transient-Party,73.0,22029
89852,Online TA,TA/TO,0,9.0,,Transient,137.33,22030
89853,Direct,Direct,0,,,Transient,218.45,22031
89860,Offline TA/TO,TA/TO,0,83.0,,Transient-Party,106.08,22032
89865,Corporate,Corporate,0,,158.0,Transient,129.0,22033
89867,Direct,Direct,0,,,Transient,135.67,22034
89868,Offline TA/TO,TA/TO,0,21.0,,Transient-Party,62.5,22035
89873,Direct,Direct,0,14.0,,Transient,128.78,22036
89886,Direct,Direct,0,14.0,,Transient,111.59,22037
89893,Direct,Direct,0,14.0,,Transient,202.0,22038
89906,Direct,Direct,0,14.0,,Transient,266.0,22039
89914,Online TA,TA/TO,0,9.0,,Contract,90.1,22040
89926,Online TA,TA/TO,0,9.0,,Transient,136.18,22041
89929,Offline TA/TO,GDS,0,195.0,,Transient,94.0,22042
89931,Online TA,TA/TO,0,9.0,,Transient,127.15,22043
89939,Corporate,Corporate,0,,258.0,Transient,99.0,22044
89940,Online TA,TA/TO,0,7.0,,Transient,105.7,22045
89949,Offline TA/TO,TA/TO,0,27.0,,Transient-Party,95.0,22046
89954,Corporate,Corporate,0,,259.0,Transient-Party,111.35,22047
89955,Online TA,TA/TO,0,7.0,,Transient,208.66,22048
89972,Groups,TA/TO,0,,,Transient,120.0,22049
90003,Online TA,TA/TO,0,9.0,,Transient,141.95,22050
90006,Online TA,TA/TO,0,9.0,,Transient,176.34,22051
90012,Offline TA/TO,GDS,0,195.0,,Transient,153.9,22052
90013,Online TA,TA/TO,0,8.0,,Transient,101.7,22053
90014,Groups,TA/TO,0,,,Transient-Party,140.0,22054
90015,Online TA,TA/TO,0,7.0,,Transient,196.46,22055
90018,Direct,Direct,0,14.0,,Transient,93.15,22056
90026,Corporate,Corporate,0,,260.0,Transient-Party,121.0,22057
90034,Online TA,TA/TO,1,9.0,,Transient,114.0,22058
90035,Online TA,TA/TO,1,9.0,,Transient,110.0,22059
90046,Direct,Direct,0,14.0,,Transient-Party,125.1,22060
90079,Online TA,TA/TO,0,9.0,,Transient,166.6,22061
90081,Online TA,TA/TO,0,8.0,,Transient,119.33,22062
90082,Direct,Direct,0,14.0,,Transient,121.2,22063
90091,Online TA,TA/TO,0,9.0,,Transient,135.58,22064
90103,Offline TA/TO,TA/TO,0,79.0,,Transient,101.52,22065
90106,Online TA,TA/TO,0,7.0,,Transient,118.51,22066
90121,Online TA,TA/TO,0,9.0,,Transient,138.54,22067
90124,Online TA,TA/TO,0,9.0,,Transient,132.67,22068
90127,Offline TA/TO,TA/TO,0,168.0,,Transient,95.0,22069
90128,Online TA,TA/TO,0,7.0,,Transient,76.84,22070
90130,Offline TA/TO,TA/TO,0,42.0,,Transient,110.75,22071
90133,Online TA,TA/TO,0,11.0,,Transient,68.69,22072
90136,Online TA,TA/TO,0,9.0,,Transient,100.73,22073
90139,Online TA,TA/TO,0,7.0,,Transient,75.44,22074
90144,Corporate,Corporate,0,,51.0,Transient,109.0,22075
90145,Online TA,TA/TO,0,9.0,,Transient,117.29,22076
90147,Online TA,TA/TO,0,7.0,,Transient,103.42,22077
90149,Offline TA/TO,TA/TO,0,118.0,,Transient,85.0,22078
90156,Online TA,TA/TO,0,11.0,,Transient,85.32,22079
90162,Online TA,TA/TO,0,11.0,,Transient,84.31,22080
90164,Direct,Direct,0,14.0,,Transient,141.95,22081
90166,Online TA,TA/TO,0,11.0,,Transient,87.12,22082
90177,Online TA,TA/TO,0,11.0,,Transient,104.8,22083
90178,Direct,Direct,0,14.0,,Transient,120.7,22084
90185,Online TA,TA/TO,0,7.0,,Transient,82.61,22085
90186,Offline TA/TO,TA/TO,0,28.0,,Transient,120.95,22086
90187,Online TA,Corporate,0,,263.0,Transient,120.0,22087
90202,Online TA,TA/TO,0,7.0,,Transient,87.67,22088
90203,Online TA,TA/TO,0,11.0,,Transient,66.71,22089
90205,Online TA,TA/TO,0,9.0,,Transient,113.46,22090
90213,Online TA,TA/TO,0,9.0,,Transient,127.48,22091
90215,Corporate,Corporate,1,,411.0,Transient,75.0,22092
90216,Complementary,Corporate,1,,411.0,Transient,0.0,22093
90221,Online TA,TA/TO,0,9.0,,Transient,132.08,22094
90223,Online TA,TA/TO,0,9.0,,Transient,134.7,22095
90228,Corporate,Corporate,0,,174.0,Transient-Party,110.0,22096
90229,Online TA,TA/TO,0,7.0,,Transient,123.11,22097
90231,Online TA,TA/TO,0,9.0,,Transient,118.76,22098
90234,Corporate,Corporate,0,,174.0,Transient-Party,119.0,22099
90243,Online TA,TA/TO,0,7.0,,Transient,104.61,22100
90250,Offline TA/TO,TA/TO,0,22.0,,Transient,94.5,22101
90263,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,96.67,22102
90268,Online TA,TA/TO,0,9.0,,Transient,121.25,22103
90280,Online TA,TA/TO,0,9.0,,Transient,332.57,22104
90281,Online TA,TA/TO,0,7.0,,Transient,175.95,22105
90289,Online TA,TA/TO,0,9.0,,Transient,135.8,22106
90290,Online TA,TA/TO,0,7.0,,Transient,73.6,22107
90297,Online TA,TA/TO,0,7.0,,Transient,106.71,22108
90298,Online TA,TA/TO,0,9.0,,Transient,170.33,22109
90302,Online TA,TA/TO,0,7.0,,Transient,73.45,22110
90306,Online TA,Corporate,0,,263.0,Transient,12.0,22111
90307,Offline TA/TO,TA/TO,0,132.0,,Transient,72.25,22112
90308,Online TA,TA/TO,0,9.0,,Transient,120.18,22113
90310,Online TA,TA/TO,0,11.0,,Transient,117.29,22114
90315,Online TA,TA/TO,0,,,Transient,129.2,22115
90321,Online TA,TA/TO,0,9.0,,Transient,173.67,22116
90325,Online TA,TA/TO,0,9.0,,Transient,137.65,22117
90334,Offline TA/TO,TA/TO,0,20.0,,Transient-Party,90.0,22118
90350,Online TA,TA/TO,0,11.0,,Transient,101.18,22119
90358,Online TA,TA/TO,0,7.0,,Transient,117.11,22120
90360,Online TA,TA/TO,0,11.0,,Transient,89.27,22121
90370,Online TA,TA/TO,0,7.0,,Transient,93.56,22122
90371,Direct,Direct,0,14.0,,Transient-Party,136.25,22123
90373,Online TA,TA/TO,0,9.0,,Transient,194.4,22124
90376,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,132.0,22125
90380,Online TA,TA/TO,0,9.0,,Transient-Party,114.96,22126
90383,Online TA,TA/TO,0,9.0,,Transient,128.59,22127
90392,Corporate,Corporate,0,,254.0,Transient-Party,110.0,22128
90393,Online TA,TA/TO,0,9.0,,Transient,156.3,22129
90394,Online TA,TA/TO,0,9.0,,Transient,144.84,22130
90399,Direct,TA/TO,0,,,Group,119.0,22131
90412,Online TA,TA/TO,0,7.0,,Transient,109.23,22132
90418,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,116.0,22133
90420,Online TA,TA/TO,0,9.0,,Transient,111.85,22134
90423,Online TA,TA/TO,0,11.0,,Transient,87.95,22135
90430,Offline TA/TO,TA/TO,0,3.0,,Transient-Party,49.5,22136
90433,Offline TA/TO,TA/TO,0,3.0,,Transient,132.0,22137
90434,Groups,TA/TO,0,37.0,,Transient-Party,90.67,22138
90435,Online TA,TA/TO,0,11.0,,Transient,89.28,22139
90448,Groups,TA/TO,0,1.0,,Transient-Party,61.67,22140
90453,Direct,Direct,0,14.0,,Transient-Party,115.33,22141
90471,Offline TA/TO,TA/TO,0,3.0,,Transient,89.75,22142
90474,Offline TA/TO,Corporate,0,191.0,,Transient-Party,110.0,22143
90483,Online TA,TA/TO,0,89.0,,Transient,96.12,22144
90485,Direct,Direct,0,14.0,,Transient-Party,106.33,22145
90486,Offline TA/TO,Corporate,0,191.0,,Transient-Party,0.0,22146
90490,Online TA,TA/TO,0,7.0,,Transient,101.34,22147
90502,Offline TA/TO,TA/TO,0,6.0,,Transient-Party,111.0,22148
90563,Direct,Direct,0,14.0,,Transient,92.65,22149
90570,Offline TA/TO,TA/TO,0,6.0,,Transient-Party,93.0,22150
90582,Offline TA/TO,Corporate,0,191.0,,Transient-Party,119.0,22151
90586,Direct,Direct,0,,,Transient,92.65,22152
90605,Direct,Direct,0,,,Transient,92.35,22153
90610,Corporate,Corporate,0,,174.0,Transient,110.0,22154
90624,Online TA,TA/TO,0,7.0,,Transient,84.85,22155
90639,Online TA,TA/TO,0,9.0,,Transient-Party,136.1,22156
90648,Offline TA/TO,Corporate,0,191.0,,Transient-Party,6.0,22157
90664,Online TA,TA/TO,0,152.0,,Transient,73.07,22158
90676,Offline TA/TO,GDS,0,195.0,,Transient,116.0,22159
90679,Online TA,TA/TO,0,7.0,,Transient,90.97,22160
90682,Online TA,TA/TO,0,152.0,,Transient,69.01,22161
90684,Direct,Direct,0,14.0,,Transient,117.87,22162
90699,Online TA,TA/TO,0,9.0,,Transient,104.21,22163
90702,Offline TA/TO,Direct,0,191.0,,Transient-Party,110.0,22164
90719,Direct,Direct,1,,,Transient,215.0,22165
90729,Online TA,TA/TO,0,,,Transient,119.0,22166
90739,Offline TA/TO,TA/TO,0,187.0,,Transient-Party,120.0,22167
90741,Offline TA/TO,TA/TO,0,83.0,,Transient,80.24,22168
90742,Online TA,TA/TO,0,7.0,,Transient,98.87,22169
90750,Online TA,TA/TO,0,7.0,,Transient,84.56,22170
90753,Online TA,TA/TO,0,8.0,,Transient,173.67,22171
90756,Direct,Direct,0,14.0,,Transient,103.53,22172
90757,Online TA,TA/TO,0,7.0,,Transient,129.59,22173
90768,Offline TA/TO,TA/TO,0,157.0,,Transient,110.8,22174
90783,Online TA,TA/TO,0,7.0,,Transient,217.1,22175
90787,Online TA,TA/TO,0,9.0,,Transient,116.49,22176
90805,Online TA,TA/TO,0,8.0,,Transient,116.1,22177
90806,Online TA,TA/TO,0,15.0,,Transient,160.8,22178
90807,Online TA,TA/TO,0,15.0,,Transient,128.8,22179
90812,Online TA,TA/TO,0,7.0,,Transient,116.1,22180
90816,Direct,Direct,0,,,Transient,103.68,22181
90849,Online TA,TA/TO,0,9.0,,Transient,158.53,22182
90860,Offline TA/TO,TA/TO,0,6.0,,Transient-Party,75.33,22183
90887,Online TA,TA/TO,0,7.0,,Transient,111.11,22184
90890,Direct,Direct,0,14.0,,Transient,113.48,22185
90917,Offline TA/TO,TA/TO,0,6.0,,Transient-Party,74.0,22186
90930,Groups,TA/TO,0,37.0,,Transient-Party,0.0,22187
90931,Online TA,TA/TO,0,152.0,,Transient,69.74,22188
90936,Online TA,TA/TO,0,9.0,,Transient-Party,105.26,22189
90941,Online TA,TA/TO,0,10.0,,Transient,83.0,22190
90944,Direct,Direct,0,14.0,,Transient,132.85,22191
90945,Direct,Direct,0,14.0,,Transient-Party,102.3,22192
90958,Direct,Direct,0,14.0,,Transient,133.45,22193
90959,Direct,Direct,0,14.0,,Transient,177.45,22194
90969,Direct,Direct,0,,,Transient,145.8,22195
90975,Direct,Direct,0,14.0,,Transient,204.62,22196
90992,Online TA,TA/TO,0,15.0,,Transient,79.2,22197
91006,Online TA,TA/TO,1,9.0,,Transient,146.2,22198
91007,Offline TA/TO,TA/TO,0,83.0,,Contract,80.24,22199
91014,Offline TA/TO,TA/TO,0,173.0,,Transient,90.95,22200
91017,Offline TA/TO,TA/TO,0,138.0,,Transient,115.0,22201
91040,Online TA,TA/TO,0,11.0,,Transient,101.53,22202
91041,Offline TA/TO,TA/TO,0,42.0,,Transient,90.95,22203
91042,Online TA,TA/TO,0,9.0,,Transient,108.33,22204
91045,Direct,Direct,0,14.0,,Transient,90.53,22205
91046,Online TA,TA/TO,0,9.0,,Transient,142.45,22206
91048,Online TA,TA/TO,0,7.0,,Transient,127.47,22207
91049,Corporate,Direct,0,,186.0,Transient,95.0,22208
91061,Offline TA/TO,TA/TO,0,83.0,,Transient,119.24,22209
91063,Online TA,TA/TO,0,9.0,,Transient,145.67,22210
91073,Online TA,TA/TO,0,9.0,,Transient,144.57,22211
91074,Offline TA/TO,TA/TO,0,28.0,,Transient,76.0,22212
91077,Online TA,TA/TO,0,7.0,,Transient,150.92,22213
91080,Corporate,Corporate,0,,51.0,Transient-Party,90.0,22214
91097,Corporate,Corporate,0,,227.0,Transient,95.0,22215
91148,Offline TA/TO,TA/TO,0,83.0,,Transient,116.28,22216
91150,Online TA,TA/TO,0,9.0,,Transient,263.55,22217
91151,Online TA,TA/TO,0,9.0,,Transient,131.78,22218
91153,Direct,Direct,0,14.0,,Transient,106.2,22219
91154,Online TA,TA/TO,0,8.0,,Transient,206.0,22220
91156,Online TA,TA/TO,0,9.0,,Transient,150.15,22221
91178,Online TA,TA/TO,0,7.0,,Transient,92.11,22222
91184,Offline TA/TO,TA/TO,0,16.0,,Transient,85.5,22223
91185,Offline TA/TO,TA/TO,0,6.0,,Transient-Party,124.0,22224
91191,Offline TA/TO,TA/TO,0,28.0,,Transient,89.25,22225
91200,Offline TA/TO,TA/TO,0,28.0,,Transient,106.0,22226
91211,Online TA,TA/TO,0,152.0,,Transient,81.55,22227
91212,Online TA,TA/TO,0,9.0,,Transient,126.23,22228
91215,Online TA,TA/TO,0,,,Transient,129.0,22229
91221,Online TA,TA/TO,0,89.0,,Transient,113.24,22230
91223,Offline TA/TO,TA/TO,0,42.0,,Transient,96.3,22231
91226,Online TA,TA/TO,0,7.0,,Transient,115.04,22232
91227,Online TA,TA/TO,0,7.0,,Transient,109.28,22233
91230,Offline TA/TO,TA/TO,0,12.0,,Transient-Party,90.0,22234
91249,Offline TA/TO,TA/TO,0,12.0,,Transient-Party,45.0,22235
91258,Online TA,TA/TO,0,9.0,,Transient-Party,128.85,22236
91275,Online TA,TA/TO,0,9.0,,Transient,96.48,22237
91276,Online TA,TA/TO,0,9.0,,Transient,114.48,22238
91283,Online TA,TA/TO,0,9.0,,Transient,134.42,22239
91291,Online TA,TA/TO,0,152.0,,Transient,77.71,22240
91298,Online TA,TA/TO,0,9.0,,Transient,121.83,22241
91300,Online TA,TA/TO,0,15.0,,Transient,128.88,22242
91332,Groups,TA/TO,0,1.0,,Transient-Party,96.5,22243
91341,Offline TA/TO,TA/TO,0,27.0,,Transient,122.4,22244
91344,Online TA,TA/TO,0,9.0,,Transient-Party,150.45,22245
91374,Online TA,TA/TO,0,7.0,,Transient,99.1,22246
91375,Direct,Direct,0,,,Transient,135.5,22247
91377,Direct,Direct,0,14.0,,Transient,105.74,22248
91381,Online TA,TA/TO,0,9.0,,Transient,237.2,22249
91383,Online TA,TA/TO,0,9.0,,Transient-Party,109.65,22250
91384,Online TA,TA/TO,0,9.0,,Transient-Party,129.65,22251
91385,Offline TA/TO,TA/TO,0,267.0,,Transient,116.45,22252
91391,Online TA,TA/TO,0,8.0,,Transient,95.58,22253
91395,Corporate,Corporate,0,,62.0,Transient,95.0,22254
91397,Corporate,Corporate,1,,62.0,Transient,79.0,22255
91398,Corporate,Corporate,1,,62.0,Transient,80.0,22256
91403,Corporate,Corporate,1,,227.0,Transient,130.5,22257
91407,Online TA,TA/TO,0,10.0,,Transient,123.0,22258
91409,Online TA,TA/TO,0,9.0,,Transient,168.5,22259
91414,Online TA,TA/TO,0,9.0,,Transient,133.65,22260
91420,Online TA,TA/TO,0,9.0,,Transient,164.3,22261
91424,Direct,Direct,0,14.0,,Transient,120.58,22262
91426,Online TA,TA/TO,0,11.0,,Transient,101.52,22263
91427,Online TA,TA/TO,0,7.0,,Transient,95.83,22264
91429,Direct,Direct,0,,,Transient,123.25,22265
91431,Offline TA/TO,TA/TO,0,27.0,,Transient,96.3,22266
91436,Direct,Direct,0,14.0,,Transient,102.15,22267
91447,Online TA,TA/TO,0,9.0,,Transient,105.74,22268
91451,Online TA,TA/TO,0,9.0,,Transient,103.35,22269
91456,Direct,Direct,0,14.0,,Transient,104.76,22270
91461,Offline TA/TO,TA/TO,0,22.0,,Transient,118.5,22271
91465,Online TA,TA/TO,0,9.0,,Transient,116.59,22272
91477,Direct,Direct,0,14.0,,Transient,157.45,22273
91482,Offline TA/TO,TA/TO,0,28.0,,Transient,122.75,22274
91488,Online TA,TA/TO,0,7.0,,Transient,70.12,22275
91490,Offline TA/TO,TA/TO,0,168.0,,Transient,115.5,22276
91493,Direct,Direct,0,14.0,,Transient,95.85,22277
91498,Direct,TA/TO,1,14.0,,Transient-Party,175.0,22278
91502,Direct,Direct,0,14.0,,Transient,116.55,22279
91505,Online TA,TA/TO,0,9.0,,Transient,278.0,22280
91508,Online TA,TA/TO,0,,,Transient,101.7,22281
91522,Offline TA/TO,TA/TO,0,16.0,,Transient,111.6,22282
91524,Offline TA/TO,TA/TO,0,28.0,,Transient,105.4,22283
91534,Direct,Direct,0,,,Transient-Party,95.4,22284
91539,Online TA,TA/TO,0,7.0,,Transient,87.31,22285
91541,Online TA,TA/TO,0,9.0,,Transient,142.65,22286
91545,Online TA,TA/TO,0,7.0,,Transient,79.33,22287
91550,Online TA,TA/TO,0,7.0,,Transient,87.89,22288
91551,Online TA,TA/TO,0,9.0,,Transient,117.06,22289
91556,Offline TA/TO,TA/TO,0,28.0,,Transient,85.5,22290
91568,Online TA,TA/TO,0,11.0,,Transient,91.98,22291
91570,Online TA,TA/TO,0,11.0,,Transient,81.95,22292
91585,Online TA,TA/TO,0,9.0,,Transient,124.33,22293
91595,Corporate,Corporate,0,,148.0,Transient,95.0,22294
91599,Direct,Direct,0,14.0,,Transient,119.15,22295
91601,Offline TA/TO,TA/TO,0,83.0,,Transient,75.48,22296
91609,Offline TA/TO,TA/TO,0,121.0,,Transient,80.75,22297
91615,Online TA,TA/TO,0,9.0,,Transient,102.9,22298
91631,Corporate,Corporate,0,215.0,,Transient-Party,90.0,22299
91642,Offline TA/TO,TA/TO,0,85.0,,Transient,104.0,22300
91645,Online TA,TA/TO,0,9.0,,Transient,117.41,22301
91649,Online TA,TA/TO,0,7.0,,Transient,72.77,22302
91657,Corporate,Corporate,0,215.0,,Transient-Party,110.0,22303
91666,Direct,Direct,0,14.0,,Transient,131.74,22304
91669,Direct,Direct,0,14.0,,Transient,101.66,22305
91686,Offline TA/TO,TA/TO,0,250.0,,Transient,80.2,22306
91690,Online TA,TA/TO,0,9.0,,Transient,153.18,22307
91693,Online TA,TA/TO,0,9.0,,Transient,123.46,22308
91764,Offline TA/TO,TA/TO,0,85.0,,Transient-Party,90.95,22309
91779,Direct,Direct,0,,,Transient,193.45,22310
91826,Offline TA/TO,TA/TO,0,34.0,,Transient-Party,0.0,22311
91889,Online TA,TA/TO,0,7.0,,Transient,110.37,22312
91894,Offline TA/TO,TA/TO,0,6.0,,Transient-Party,83.33,22313
91931,Offline TA/TO,TA/TO,0,79.0,,Transient,86.6,22314
91942,Online TA,TA/TO,0,11.0,,Transient,134.8,22315
91943,Direct,Direct,0,14.0,,Transient,151.0,22316
91964,Online TA,TA/TO,0,7.0,,Transient,82.66,22317
91970,Direct,Direct,0,14.0,,Transient,148.8,22318
91979,Offline TA/TO,TA/TO,0,85.0,,Transient,142.25,22319
91995,Offline TA/TO,TA/TO,0,252.0,,Transient-Party,85.6,22320
92003,Online TA,TA/TO,0,9.0,,Transient,121.03,22321
92004,Direct,Direct,0,14.0,,Transient,162.88,22322
92007,Online TA,TA/TO,0,7.0,,Transient,103.72,22323
92011,Corporate,Corporate,0,,272.0,Transient,116.45,22324
92028,Offline TA/TO,TA/TO,0,252.0,,Transient-Party,171.2,22325
92029,Online TA,TA/TO,0,7.0,,Transient,77.47,22326
92033,Direct,Direct,0,14.0,,Transient,162.0,22327
92043,Online TA,TA/TO,0,9.0,,Transient,183.9,22328
92044,Online TA,TA/TO,0,9.0,,Transient-Party,83.83,22329
92052,Direct,Direct,0,14.0,,Transient,145.2,22330
92058,Corporate,Corporate,0,,238.0,Transient,65.0,22331
92060,Corporate,Corporate,1,,180.0,Transient,79.0,22332
92064,Offline TA/TO,TA/TO,0,22.0,,Transient,85.5,22333
92075,Online TA,TA/TO,0,89.0,,Transient,75.82,22334
92079,Offline TA/TO,TA/TO,0,83.0,,Transient,156.8,22335
92081,Online TA,TA/TO,0,,,Transient,143.5,22336
92082,Online TA,TA/TO,0,89.0,,Transient,74.1,22337
92088,Online TA,TA/TO,0,7.0,,Transient,101.68,22338
