,is_canceled,stays_in_week_nights,stays_in_weekend_nights,previous_cancellations,booking_changes,deposit_type,required_car_parking_spaces,total_of_special_requests,meal,previous_bookings_not_canceled,Booking_id
76710,0,3,2,5,0,No Deposit,0,2,BB,52,4203
76711,0,2,1,5,0,No Deposit,0,2,BB,53,4204
76712,0,0,1,5,0,No Deposit,0,2,BB,54,4205
76713,0,1,0,5,0,No Deposit,0,2,BB,55,4206
76714,0,2,0,5,3,No Deposit,1,2,BB,56,4207
76715,0,1,2,5,3,No Deposit,1,2,BB,57,4208
76716,1,2,0,6,1,No Deposit,0,2,BB,58,4209
76717,0,2,1,6,0,No Deposit,0,0,BB,58,4210
76718,0,3,0,6,0,No Deposit,0,2,BB,59,4211
76719,0,3,0,6,1,No Deposit,0,1,BB,60,4212
76720,0,3,0,6,0,No Deposit,0,1,BB,61,4213
76721,0,2,0,6,1,No Deposit,0,1,BB,62,4214
76722,0,2,1,6,0,No Deposit,0,1,BB,63,4215
76723,0,1,1,6,1,No Deposit,0,1,BB,64,4216
76724,0,3,0,6,1,No Deposit,0,1,BB,65,4217
76725,0,3,0,6,0,No Deposit,0,1,BB,66,4218
76726,0,3,1,6,1,No Deposit,0,1,BB,67,4219
76727,0,3,0,6,1,No Deposit,0,1,BB,68,4220
76728,0,2,0,6,0,No Deposit,0,2,BB,69,4221
76729,0,0,1,6,0,No Deposit,0,1,BB,70,4222
76730,0,1,2,6,1,No Deposit,0,2,BB,71,4223
76731,0,1,0,6,0,No Deposit,0,2,BB,72,4224
76736,1,0,1,1,0,No Deposit,0,2,BB,0,4225
76791,1,4,2,1,0,No Deposit,0,2,BB,0,4226
76807,1,0,2,0,0,No Deposit,0,0,BB,1,4227
76815,1,2,0,0,2,No Deposit,0,0,BB,1,4228
76819,0,1,0,2,0,No Deposit,0,0,BB,3,4229
76820,0,1,0,2,1,No Deposit,1,0,BB,4,4230
76824,0,1,0,0,1,No Deposit,0,3,BB,1,4231
76825,0,0,1,0,2,No Deposit,0,3,BB,2,4232
76844,0,7,2,0,3,No Deposit,0,0,BB,0,4233
76903,1,4,2,1,0,Non Refund,0,0,BB,0,4234
76985,0,10,2,0,11,No Deposit,0,0,SC,0,4235
77005,0,2,0,0,2,No Deposit,0,2,BB,2,4236
77015,0,9,3,0,0,No Deposit,0,3,BB,0,4237
77024,1,1,0,1,0,No Deposit,0,0,HB,0,4238
77081,0,1,0,0,3,No Deposit,0,0,HB,0,4239
77130,0,1,2,0,1,No Deposit,0,0,BB,1,4240
77131,0,2,2,0,1,No Deposit,1,0,BB,2,4241
77132,0,1,2,0,0,No Deposit,1,0,BB,3,4242
77146,1,2,0,0,0,No Deposit,0,1,BB,5,4243
77147,0,0,0,1,0,No Deposit,0,0,BB,5,4244
77148,0,1,0,1,0,No Deposit,0,1,BB,6,4245
77149,1,1,0,1,0,No Deposit,0,0,BB,7,4246
77150,0,1,0,2,0,No Deposit,0,1,BB,7,4247
77151,0,1,0,2,1,No Deposit,0,1,BB,8,4248
77152,0,1,0,2,0,No Deposit,0,1,BB,9,4249
77153,1,1,0,2,0,No Deposit,0,1,BB,10,4250
77154,0,1,0,3,1,No Deposit,0,1,BB,10,4251
77155,0,1,0,3,0,No Deposit,0,1,BB,11,4252
77156,0,1,0,3,0,No Deposit,0,1,BB,12,4253
77157,0,2,0,3,0,No Deposit,0,1,BB,13,4254
77158,0,1,0,3,0,No Deposit,0,1,BB,14,4255
77159,1,1,1,3,0,No Deposit,0,1,BB,15,4256
77160,0,1,0,4,0,No Deposit,0,1,BB,15,4257
77161,0,1,0,4,0,No Deposit,0,1,BB,16,4258
77162,0,1,0,4,0,No Deposit,0,1,BB,17,4259
77163,0,1,0,4,0,No Deposit,0,1,BB,18,4260
77164,0,1,0,4,0,No Deposit,0,1,BB,19,4261
77165,0,1,1,4,1,No Deposit,0,2,BB,20,4262
77166,1,3,2,1,1,Non Refund,0,0,BB,0,4263
77169,1,3,2,1,2,Non Refund,0,0,BB,0,4264
77171,1,1,0,1,1,Non Refund,0,0,BB,0,4265
77177,1,0,1,1,1,No Deposit,0,0,BB,0,4266
77230,1,5,2,1,0,No Deposit,0,0,SC,0,4267
77232,1,3,1,1,0,No Deposit,0,0,HB,0,4268
77239,1,6,3,1,0,No Deposit,0,1,BB,0,4269
77279,1,2,2,1,1,No Deposit,0,0,BB,0,4270
77286,1,3,2,1,0,No Deposit,0,1,SC,0,4271
77339,0,4,2,13,1,No Deposit,0,0,BB,0,4272
77340,1,1,1,13,0,No Deposit,0,0,BB,1,4273
77350,1,0,2,13,0,No Deposit,0,0,BB,1,4274
77435,0,1,0,0,2,No Deposit,1,2,BB,1,4275
77437,1,1,2,1,1,No Deposit,0,1,BB,0,4276
77452,1,0,2,1,0,No Deposit,0,2,BB,0,4277
77457,0,0,2,0,1,No Deposit,0,0,SC,0,4278
77519,1,3,0,1,1,No Deposit,0,0,BB,0,4279
77532,0,1,2,0,0,No Deposit,0,3,SC,0,4280
77541,1,0,1,1,0,Non Refund,0,0,BB,0,4281
77551,0,1,2,0,0,No Deposit,0,2,SC,0,4282
77555,1,0,1,1,0,No Deposit,0,0,BB,0,4283
77557,1,5,1,1,0,No Deposit,0,0,BB,0,4284
77570,1,3,2,1,1,No Deposit,0,1,SC,0,4285
77581,0,1,2,0,0,No Deposit,0,0,BB,4,4286
77586,0,1,1,0,0,No Deposit,0,0,BB,9,4287
77588,0,4,1,0,0,No Deposit,1,1,BB,11,4288
77589,0,1,1,0,0,No Deposit,0,0,BB,12,4289
77590,1,1,0,0,0,No Deposit,0,0,BB,12,4290
77591,0,2,0,1,0,No Deposit,1,0,BB,13,4291
77592,0,1,1,1,0,No Deposit,0,1,BB,14,4292
77593,0,1,0,1,0,No Deposit,1,1,BB,15,4293
77594,0,1,1,1,1,No Deposit,0,1,BB,16,4294
77595,0,1,0,1,0,No Deposit,0,1,BB,17,4295
77596,0,1,1,1,0,No Deposit,1,1,BB,18,4296
77597,0,0,2,1,0,No Deposit,0,1,BB,19,4297
77611,0,1,2,0,1,No Deposit,0,0,SC,0,4298
77623,0,2,1,0,1,No Deposit,0,0,SC,0,4299
77648,1,3,0,1,0,No Deposit,0,1,SC,0,4300
77661,0,3,0,0,1,No Deposit,0,1,BB,5,4301
77662,0,1,1,0,0,No Deposit,0,1,BB,6,4302
77741,0,3,2,0,1,No Deposit,0,0,SC,0,4303
77804,1,4,0,1,0,No Deposit,0,1,HB,0,4304
77830,0,1,2,0,1,No Deposit,0,0,BB,2,4305
77852,1,7,2,1,0,No Deposit,0,1,BB,0,4306
77921,0,0,2,1,0,No Deposit,0,1,BB,0,4307
78052,1,4,1,1,0,No Deposit,0,1,BB,0,4308
78148,1,2,0,1,2,No Deposit,0,0,BB,0,4309
78205,1,2,2,1,0,No Deposit,0,2,BB,1,4310
78290,1,1,0,0,0,No Deposit,0,1,BB,3,4311
78291,0,1,0,1,0,No Deposit,1,1,BB,3,4312
78292,0,1,0,1,0,No Deposit,0,1,BB,4,4313
78293,0,1,0,1,0,No Deposit,1,1,BB,5,4314
78295,0,2,0,1,1,No Deposit,0,1,BB,7,4315
78296,0,0,1,1,0,No Deposit,0,1,BB,8,4316
78297,0,2,0,1,0,No Deposit,0,1,BB,9,4317
78298,0,1,1,1,0,No Deposit,0,1,BB,10,4318
78299,0,1,0,1,0,No Deposit,0,1,BB,11,4319
78300,0,0,1,1,1,No Deposit,0,2,BB,12,4320
78301,0,2,0,1,0,No Deposit,0,1,BB,13,4321
78302,0,1,0,1,0,No Deposit,1,2,BB,14,4322
78303,0,1,0,1,0,No Deposit,0,2,BB,15,4323
78310,0,1,0,0,0,No Deposit,1,0,BB,6,4324
78314,0,0,1,0,1,No Deposit,0,0,BB,10,4325
78315,1,1,0,1,1,No Deposit,0,0,BB,11,4326
78316,0,1,1,1,0,No Deposit,1,0,BB,11,4327
78317,1,0,1,2,1,No Deposit,0,0,BB,12,4328
78318,0,1,0,3,0,No Deposit,0,0,BB,12,4329
78319,1,1,0,3,0,No Deposit,0,0,BB,12,4330
78320,0,1,0,3,0,No Deposit,0,0,BB,13,4331
78321,0,1,0,3,2,No Deposit,0,0,BB,14,4332
78322,0,3,0,3,3,No Deposit,0,0,BB,15,4333
78323,0,1,0,3,1,No Deposit,0,0,BB,16,4334
78324,0,1,0,3,1,No Deposit,0,0,BB,17,4335
78325,0,1,0,3,0,No Deposit,1,0,BB,18,4336
78326,0,1,0,3,1,No Deposit,1,0,BB,19,4337
78327,0,1,0,3,0,No Deposit,1,0,BB,20,4338
78328,0,1,0,3,0,No Deposit,1,0,BB,21,4339
78329,0,1,0,3,0,No Deposit,0,0,BB,22,4340
78330,0,2,0,3,0,No Deposit,0,0,BB,23,4341
78331,0,2,0,3,0,No Deposit,0,0,BB,24,4342
78332,0,1,1,3,1,No Deposit,1,0,BB,25,4343
78333,1,2,0,4,0,No Deposit,0,0,BB,26,4344
78334,0,2,0,4,0,No Deposit,1,0,BB,26,4345
78335,0,1,0,4,0,No Deposit,1,0,BB,27,4346
78336,0,1,0,4,0,No Deposit,0,0,BB,28,4347
78337,0,1,0,4,0,No Deposit,0,0,BB,29,4348
78338,0,1,0,4,0,No Deposit,0,1,BB,30,4349
78349,1,4,0,1,0,No Deposit,0,1,BB,0,4350
78355,0,2,1,0,2,No Deposit,0,0,HB,0,4351
78365,0,1,0,1,0,No Deposit,1,0,BB,0,4352
78392,0,0,2,0,1,No Deposit,0,0,BB,5,4353
78393,0,4,0,0,0,No Deposit,0,0,BB,6,4354
78395,0,1,2,0,0,No Deposit,0,1,BB,8,4355
78396,0,3,0,0,0,No Deposit,0,1,BB,9,4356
78397,0,3,0,0,0,No Deposit,0,1,BB,10,4357
78398,0,3,0,0,0,No Deposit,0,1,BB,11,4358
78505,0,0,1,0,3,No Deposit,0,0,HB,0,4359
78510,0,10,4,0,2,No Deposit,0,0,BB,1,4360
78532,1,3,0,1,0,No Deposit,0,3,BB,0,4361
78567,0,0,1,0,1,No Deposit,0,1,BB,6,4362
78568,0,1,0,0,1,No Deposit,0,1,BB,7,4363
78570,0,1,0,0,0,No Deposit,1,1,BB,9,4364
78571,0,1,0,0,1,No Deposit,1,1,BB,10,4365
78573,0,2,0,0,0,No Deposit,0,1,BB,12,4366
78574,0,1,0,0,0,No Deposit,1,1,BB,13,4367
78575,0,1,1,0,0,No Deposit,1,1,BB,14,4368
78576,0,2,0,0,0,No Deposit,0,1,BB,15,4369
78577,1,2,0,0,0,No Deposit,0,1,BB,16,4370
78578,0,2,0,1,0,No Deposit,1,1,BB,16,4371
78584,0,0,2,0,0,No Deposit,0,0,BB,2,4372
78586,0,2,1,0,2,No Deposit,0,0,SC,1,4373
78592,0,0,2,0,0,No Deposit,0,0,BB,7,4374
78593,0,0,1,0,0,No Deposit,0,1,BB,8,4375
78594,0,0,1,0,0,No Deposit,0,1,BB,9,4376
78595,0,1,1,0,0,No Deposit,0,1,BB,10,4377
78638,1,3,0,1,1,No Deposit,0,3,BB,0,4378
78669,1,3,1,1,1,No Deposit,0,0,SC,0,4379
78689,0,3,0,0,1,No Deposit,0,0,BB,1,4380
78695,0,2,1,0,0,No Deposit,0,0,BB,7,4381
78697,0,2,1,0,0,No Deposit,0,0,BB,9,4382
78701,0,2,0,0,0,No Deposit,0,1,BB,13,4383
78702,0,1,1,0,0,No Deposit,0,1,BB,14,4384
78703,0,1,0,0,0,No Deposit,0,1,BB,14,4385
78704,0,2,1,0,0,No Deposit,0,1,BB,16,4386
78705,0,0,2,0,0,No Deposit,0,1,BB,17,4387
78706,0,3,0,0,0,No Deposit,0,1,BB,18,4388
78707,0,1,0,0,0,No Deposit,0,1,BB,19,4389
78708,0,1,0,0,0,No Deposit,0,1,BB,20,4390
78709,0,1,1,0,0,No Deposit,0,1,BB,21,4391
78710,0,2,0,0,3,No Deposit,0,1,BB,22,4392
78711,0,3,1,0,2,No Deposit,0,1,BB,23,4393
78712,0,2,0,0,1,No Deposit,0,1,BB,24,4394
78713,0,2,0,0,0,No Deposit,0,1,BB,25,4395
78714,0,3,0,0,0,No Deposit,1,1,BB,26,4396
78715,0,1,1,0,1,No Deposit,0,1,BB,27,4397
78716,0,3,0,0,1,No Deposit,0,1,BB,28,4398
78717,0,1,1,0,0,No Deposit,1,1,BB,29,4399
78720,0,2,0,1,0,No Deposit,0,1,BB,0,4400
78733,1,1,1,1,0,No Deposit,0,3,BB,0,4401
78736,1,2,1,1,0,No Deposit,0,0,SC,0,4402
78819,0,3,0,0,0,No Deposit,0,5,BB,0,4403
78922,1,2,2,1,0,No Deposit,0,3,BB,0,4404
78931,0,2,1,0,0,No Deposit,1,1,SC,0,4405
78956,0,1,1,0,0,No Deposit,0,1,BB,9,4406
78957,0,0,1,0,0,No Deposit,0,1,BB,10,4407
78959,0,0,1,0,0,No Deposit,0,1,BB,12,4408
78960,0,0,1,0,0,No Deposit,0,1,BB,13,4409
78961,0,0,1,0,0,No Deposit,0,1,BB,14,4410
78962,1,0,1,0,0,No Deposit,0,1,BB,15,4411
78963,0,1,1,1,0,No Deposit,0,1,BB,15,4412
78964,0,0,1,1,0,No Deposit,0,1,BB,16,4413
78978,1,0,2,1,0,No Deposit,0,1,BB,0,4414
79006,1,1,0,2,0,No Deposit,0,2,BB,0,4415
79007,0,1,0,2,0,No Deposit,0,3,BB,0,4416
79008,0,1,0,2,0,No Deposit,0,0,BB,1,4417
79009,0,1,0,2,0,No Deposit,0,3,BB,2,4418
79010,0,0,1,2,0,No Deposit,0,3,BB,3,4419
79011,0,1,0,2,0,No Deposit,0,3,BB,4,4420
79012,0,0,1,2,0,No Deposit,0,3,BB,5,4421
79013,0,2,1,2,0,No Deposit,0,1,BB,6,4422
79014,0,1,0,2,0,No Deposit,0,3,BB,7,4423
79015,0,0,1,2,0,No Deposit,1,1,BB,8,4424
79017,0,0,1,2,0,No Deposit,0,1,BB,10,4425
79021,0,2,1,1,0,No Deposit,0,0,BB,0,4426
79077,0,3,2,0,2,No Deposit,0,0,SC,0,4427
79169,0,13,6,0,0,No Deposit,0,1,BB,0,4428
79182,0,3,1,0,1,No Deposit,1,1,SC,0,4429
79193,1,4,1,1,1,No Deposit,0,1,BB,0,4430
79194,1,5,0,1,0,No Deposit,0,0,BB,0,4431
79274,0,1,0,0,1,No Deposit,1,2,BB,2,4432
79366,0,4,1,0,1,No Deposit,0,2,SC,0,4433
79386,0,0,2,0,1,No Deposit,0,0,HB,0,4434
79498,1,0,1,1,1,No Deposit,0,0,BB,8,4435
79499,0,1,0,1,1,No Deposit,0,0,BB,8,4436
79500,0,2,0,1,1,No Deposit,0,0,BB,9,4437
79501,0,1,0,1,1,No Deposit,0,1,BB,10,4438
79502,0,1,0,1,1,No Deposit,0,0,BB,11,4439
79605,0,5,2,0,1,No Deposit,0,3,SC,0,4440
79668,0,1,0,1,1,No Deposit,0,2,BB,3,4441
79669,0,2,0,0,2,No Deposit,1,0,SC,0,4442
79670,0,1,0,0,0,No Deposit,0,1,SC,1,4443
79696,1,0,1,1,0,No Deposit,0,0,BB,4,4444
79716,1,6,2,1,2,No Deposit,0,0,BB,0,4445
79779,0,1,1,0,0,No Deposit,0,2,BB,4,4446
79807,1,4,2,1,0,No Deposit,0,0,SC,0,4447
79916,1,2,0,1,0,No Deposit,0,1,SC,0,4448
79931,0,0,0,1,1,No Deposit,0,0,BB,0,4449
79938,0,1,0,0,2,No Deposit,0,1,SC,0,4450
79978,0,2,1,0,1,No Deposit,1,1,SC,0,4451
79980,0,2,1,0,0,Refundable,0,0,BB,0,4452
80008,1,8,3,1,0,No Deposit,0,2,BB,0,4453
80028,1,1,0,11,0,No Deposit,0,0,BB,0,4454
80030,0,1,0,11,1,No Deposit,1,0,SC,0,4455
80031,0,2,0,11,0,No Deposit,0,0,SC,0,4456
80032,0,2,0,11,0,No Deposit,1,0,SC,0,4457
80033,0,1,1,11,0,No Deposit,0,1,BB,1,4458
80034,0,2,0,11,0,No Deposit,0,1,BB,4,4459
80035,0,3,0,11,0,No Deposit,0,1,BB,4,4460
80036,0,2,0,11,0,No Deposit,0,0,BB,4,4461
80037,0,1,0,11,0,No Deposit,0,1,BB,4,4462
80038,0,1,0,11,0,No Deposit,0,0,BB,4,4463
80041,0,1,0,11,0,No Deposit,0,1,SC,5,4464
80042,0,1,0,11,0,No Deposit,0,1,BB,5,4465
80043,0,1,0,11,0,No Deposit,0,0,SC,5,4466
80046,0,2,2,11,0,No Deposit,0,1,BB,10,4467
80047,0,1,0,11,0,No Deposit,1,1,SC,10,4468
80048,0,0,1,11,0,No Deposit,0,0,BB,16,4469
80049,0,2,1,11,0,No Deposit,0,1,BB,19,4470
80050,0,2,2,11,0,No Deposit,0,1,BB,20,4471
80051,0,2,1,11,0,No Deposit,0,1,BB,21,4472
80052,0,3,0,11,1,No Deposit,0,2,BB,22,4473
80053,0,2,0,11,0,No Deposit,0,1,SC,22,4474
80054,0,1,0,11,0,No Deposit,0,1,SC,22,4475
80055,1,1,1,11,0,No Deposit,0,0,BB,25,4476
80167,1,2,1,1,1,No Deposit,0,1,SC,0,4477
80170,0,0,1,1,1,No Deposit,0,0,BB,1,4478
80171,0,2,0,1,1,No Deposit,0,0,BB,2,4479
80173,0,1,0,1,1,No Deposit,0,0,BB,4,4480
80174,0,0,1,1,0,No Deposit,0,2,BB,5,4481
80184,0,1,1,0,1,No Deposit,0,2,BB,2,4482
80185,0,1,1,0,0,No Deposit,0,2,BB,3,4483
80188,0,7,3,0,1,No Deposit,0,1,BB,1,4484
80194,1,2,2,1,1,No Deposit,0,2,BB,0,4485
80247,0,1,0,0,3,No Deposit,0,2,SC,0,4486
80262,0,2,0,0,2,No Deposit,0,0,BB,3,4487
80263,0,0,1,0,1,No Deposit,0,0,BB,3,4488
80265,1,0,1,1,0,No Deposit,0,0,BB,6,4489
80550,1,2,1,1,0,No Deposit,0,2,SC,0,4490
80551,1,2,1,1,0,No Deposit,0,3,SC,0,4491
80572,1,3,0,1,1,No Deposit,0,1,BB,0,4492
80599,1,1,0,2,0,No Deposit,0,0,BB,5,4493
80600,0,1,0,2,0,No Deposit,1,0,BB,5,4494
80601,0,1,0,2,0,No Deposit,1,0,BB,6,4495
80602,1,1,0,3,0,No Deposit,0,0,BB,7,4496
80603,0,1,0,3,0,No Deposit,0,0,BB,7,4497
80630,1,3,1,1,0,No Deposit,0,1,SC,0,4498
80743,1,5,1,1,1,No Deposit,0,1,BB,0,4499
80744,1,1,1,1,0,No Deposit,0,1,SC,0,4500
80745,1,1,1,1,0,Non Refund,0,0,HB,0,4501
80793,1,1,0,0,0,No Deposit,0,0,BB,3,4502
80794,0,1,1,1,0,No Deposit,0,0,BB,3,4503
80795,0,1,0,1,0,No Deposit,1,0,BB,4,4504
80796,1,1,0,1,1,No Deposit,0,0,BB,5,4505
80797,0,1,0,2,2,No Deposit,0,0,BB,5,4506
80820,0,1,0,1,0,No Deposit,0,1,BB,0,4507
80860,1,1,0,0,0,No Deposit,0,0,BB,7,4508
80862,0,1,0,1,0,No Deposit,0,1,BB,8,4509
80917,1,1,2,1,0,No Deposit,0,0,SC,0,4510
80921,0,3,0,0,1,No Deposit,1,2,SC,0,4511
80968,1,9,2,1,0,No Deposit,0,0,BB,0,4512
80971,1,24,9,0,1,No Deposit,0,0,BB,0,4513
80976,0,0,2,0,1,No Deposit,1,1,SC,0,4514
80986,1,14,4,0,0,No Deposit,0,1,BB,0,4515
81089,0,0,1,0,0,No Deposit,0,1,HB,1,4516
81090,0,1,0,0,0,No Deposit,0,3,HB,2,4517
81091,0,0,2,0,2,No Deposit,0,2,HB,3,4518
81092,0,2,0,0,0,No Deposit,1,3,FB,4,4519
81093,0,2,0,0,1,No Deposit,0,3,FB,5,4520
81102,1,5,0,1,0,Non Refund,0,0,HB,0,4521
81135,1,12,4,1,1,No Deposit,0,0,BB,0,4522
81136,1,12,4,1,0,No Deposit,0,0,BB,0,4523
81144,0,0,1,0,4,No Deposit,0,0,BB,1,4524
81168,0,1,2,0,0,No Deposit,0,0,BB,1,4525
81186,0,1,0,0,1,No Deposit,0,1,SC,2,4526
81196,1,0,2,0,1,No Deposit,0,3,BB,0,4527
81232,1,6,3,1,0,No Deposit,0,0,BB,0,4528
81350,0,1,2,0,0,No Deposit,1,1,SC,0,4529
81351,0,1,2,0,2,No Deposit,1,1,SC,0,4530
81367,0,2,0,1,1,No Deposit,0,0,HB,0,4531
81386,1,1,0,1,0,No Deposit,0,0,BB,5,4532
81387,0,2,1,1,0,No Deposit,0,0,BB,5,4533
81388,0,3,1,1,0,No Deposit,0,3,BB,6,4534
81389,0,1,0,1,0,No Deposit,0,3,BB,7,4535
81390,0,0,1,1,0,No Deposit,0,3,BB,8,4536
81391,0,1,0,1,0,No Deposit,0,3,BB,9,4537
81392,0,2,0,1,0,No Deposit,0,3,BB,10,4538
81393,0,1,1,1,0,No Deposit,0,3,BB,11,4539
81394,0,1,0,1,0,No Deposit,0,3,BB,12,4540
81405,1,0,2,1,0,No Deposit,0,1,SC,0,4541
81425,0,1,0,0,1,No Deposit,0,1,FB,2,4542
81426,0,1,0,0,0,No Deposit,0,1,HB,3,4543
81429,0,3,0,0,2,No Deposit,1,1,BB,2,4544
81435,1,3,0,1,0,No Deposit,0,2,SC,0,4545
81438,0,2,0,1,2,No Deposit,0,1,BB,0,4546
81483,0,1,0,0,2,No Deposit,1,4,BB,2,4547
81486,0,0,1,0,1,No Deposit,0,1,BB,5,4548
81488,0,2,0,0,1,No Deposit,0,1,BB,7,4549
81492,0,1,0,0,0,No Deposit,0,2,BB,11,4550
81493,0,1,0,0,0,No Deposit,0,2,BB,12,4551
81494,0,0,1,0,0,No Deposit,0,2,BB,13,4552
81496,0,1,0,0,1,No Deposit,0,2,BB,14,4553
81512,0,3,0,0,0,No Deposit,1,0,BB,2,4554
81514,1,5,1,1,0,No Deposit,0,2,BB,0,4555
81521,0,1,0,0,1,No Deposit,0,2,BB,1,4556
81566,1,3,0,1,0,Non Refund,0,0,HB,0,4557
81576,1,0,1,1,0,No Deposit,0,1,SC,0,4558
81577,1,4,1,1,0,No Deposit,0,1,SC,0,4559
81605,0,0,1,0,0,No Deposit,0,1,BB,7,4560
81609,0,9,4,0,3,No Deposit,0,0,BB,0,4561
81610,1,3,0,1,2,No Deposit,0,1,HB,0,4562
81612,1,3,0,1,2,No Deposit,0,2,HB,0,4563
81614,1,4,0,1,0,Non Refund,0,0,BB,0,4564
81639,1,4,0,1,0,No Deposit,0,1,SC,0,4565
81694,0,4,1,0,0,No Deposit,0,2,BB,2,4566
81695,0,11,5,0,7,No Deposit,0,2,BB,3,4567
81743,1,3,0,6,0,Non Refund,0,0,BB,0,4568
82051,0,2,0,0,1,No Deposit,0,1,BB,4,4569
82052,0,1,0,0,1,No Deposit,0,1,BB,5,4570
82053,0,1,0,0,1,No Deposit,0,1,BB,6,4571
82096,1,9,2,1,0,No Deposit,0,1,BB,0,4572
82098,1,22,8,1,0,No Deposit,0,0,BB,0,4573
82108,0,3,0,0,1,No Deposit,0,0,BB,4,4574
82109,0,3,0,0,0,No Deposit,0,1,BB,5,4575
82111,0,3,0,0,0,No Deposit,0,1,BB,7,4576
82112,0,1,1,0,0,No Deposit,1,1,BB,8,4577
82114,0,2,0,0,0,No Deposit,1,1,BB,10,4578
82242,1,5,2,1,0,Non Refund,0,0,HB,0,4579
82278,1,1,2,1,1,Non Refund,0,0,BB,0,4580
82292,1,6,2,1,1,No Deposit,0,1,SC,0,4581
82321,0,0,2,0,0,No Deposit,1,1,SC,0,4582
82435,0,2,2,0,1,No Deposit,0,2,SC,0,4583
82498,0,2,0,0,1,No Deposit,1,2,BB,2,4584
82501,0,4,0,0,2,No Deposit,0,2,BB,5,4585
82502,0,1,0,0,0,No Deposit,1,2,BB,6,4586
82503,0,1,1,0,2,No Deposit,0,1,BB,7,4587
82577,1,8,2,1,0,No Deposit,0,0,SC,0,4588
82650,0,4,1,0,0,No Deposit,0,2,SC,0,4589
82705,0,2,2,0,2,No Deposit,0,3,SC,0,4590
82712,1,2,0,0,0,No Deposit,0,0,SC,1,4591
82715,0,2,0,1,1,No Deposit,0,0,BB,0,4592
82716,0,1,1,1,0,No Deposit,0,0,BB,1,4593
82720,0,2,0,1,1,No Deposit,0,0,BB,5,4594
82721,0,2,0,1,0,No Deposit,0,0,BB,6,4595
82723,0,2,0,1,1,No Deposit,0,2,BB,8,4596
82735,1,14,6,1,0,No Deposit,0,1,BB,0,4597
82953,1,4,1,0,0,No Deposit,0,1,BB,1,4598
82964,0,1,0,0,0,No Deposit,0,2,BB,6,4599
82965,0,1,0,0,0,No Deposit,1,2,BB,7,4600
82995,0,1,1,0,0,No Deposit,1,1,FB,0,4601
83086,0,2,2,0,4,No Deposit,0,0,SC,0,4602
83088,0,0,1,3,0,No Deposit,0,1,BB,0,4603
83089,0,0,1,3,0,No Deposit,0,0,BB,1,4604
83090,0,1,0,3,1,No Deposit,0,1,BB,2,4605
83091,0,1,0,3,1,No Deposit,0,1,BB,3,4606
83092,1,2,0,3,0,No Deposit,0,0,BB,4,4607
83093,1,1,1,3,0,No Deposit,0,0,BB,4,4608
83094,1,0,2,3,0,No Deposit,0,0,BB,4,4609
83095,0,1,0,3,0,No Deposit,0,1,BB,4,4610
83096,0,2,0,3,0,No Deposit,0,1,BB,5,4611
83097,0,2,2,3,1,No Deposit,0,1,BB,6,4612
83165,1,0,0,0,0,No Deposit,0,1,SC,0,4613
83201,0,5,0,0,0,No Deposit,0,1,SC,0,4614
83210,0,4,0,0,2,No Deposit,0,2,SC,0,4615
83273,0,1,0,0,0,No Deposit,0,0,SC,1,4616
83292,0,1,0,0,0,No Deposit,1,2,SC,0,4617
83303,0,3,0,0,3,No Deposit,0,1,BB,1,4618
83391,0,3,0,0,3,No Deposit,0,1,SC,0,4619
83421,0,12,5,0,0,No Deposit,0,1,BB,0,4620
83487,1,2,0,1,0,No Deposit,0,0,BB,1,4621
83616,0,0,1,0,0,No Deposit,1,1,SC,0,4622
83683,0,4,2,0,0,No Deposit,1,1,SC,0,4623
83729,0,5,2,0,1,No Deposit,0,1,SC,0,4624
83757,0,1,0,0,1,Non Refund,0,0,BB,0,4625
83944,0,4,0,0,0,No Deposit,0,1,BB,1,4626
83954,0,0,2,0,0,No Deposit,0,1,SC,0,4627
83958,0,4,2,0,5,No Deposit,0,0,SC,0,4628
84292,0,8,3,0,0,No Deposit,1,0,BB,0,4629
84310,0,2,2,0,0,No Deposit,1,0,SC,0,4630
84401,0,1,1,0,4,No Deposit,0,1,BB,1,4631
84410,0,3,0,0,1,No Deposit,0,1,BB,3,4632
84411,0,3,0,0,0,No Deposit,1,1,BB,4,4633
84481,0,0,0,0,1,No Deposit,0,0,SC,0,4634
84527,0,4,0,0,1,No Deposit,0,3,HB,0,4635
84567,0,8,2,0,5,No Deposit,0,1,BB,0,4636
84747,0,0,1,0,1,Non Refund,0,0,BB,1,4637
84753,0,1,0,1,1,No Deposit,0,0,BB,6,4638
84754,0,1,0,1,0,No Deposit,0,2,BB,7,4639
84755,0,2,0,1,0,No Deposit,0,2,BB,8,4640
84756,0,1,0,1,0,No Deposit,0,2,BB,9,4641
84784,0,1,0,0,2,No Deposit,1,1,BB,7,4642
84787,0,1,0,0,0,No Deposit,1,1,BB,10,4643
84788,1,1,0,0,0,No Deposit,0,1,BB,11,4644
84789,0,1,0,1,3,No Deposit,1,1,BB,11,4645
84790,0,1,0,1,1,No Deposit,1,1,BB,12,4646
84791,0,1,0,1,0,No Deposit,1,2,BB,13,4647
84792,0,1,0,1,2,No Deposit,1,1,BB,14,4648
84793,0,1,0,1,1,No Deposit,1,1,BB,15,4649
84849,0,1,0,0,1,No Deposit,0,2,SC,1,4650
